uniprot_id,system_id,ligand_smiles,ligand_inchikey,affinity_file
O75469,4ny9__2__2.A__2.B,CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,PTNKPLPRPJERNR-XXBNENTESA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,1nrl__1__1.A__1.E,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,YQLJDECYQDRSBI-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,1nrl__2__1.B__1.F,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,YQLJDECYQDRSBI-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,1nrl__3__1.A__1.E,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,YQLJDECYQDRSBI-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,1nrl__3__1.B__1.F,CCOP(=O)(OCC)C(=Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)P(=O)(OCC)OCC,YQLJDECYQDRSBI-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,6xp9__1__1.A__1.C,Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,TZXRURYHFBZSGH-MHZLTWQESA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
O75469,6xp9__2__1.B__1.E,Cc1nc2cc(-c3ccccc3)nn2c(-c2cc(F)c3c(c2C)CCCO3)c1[C@H](OC(C)(C)C)C(=O)O,TZXRURYHFBZSGH-MHZLTWQESA-N,data/chembl_parallel_enriched_combined/uniprot_O75469/O75469_chembl_activities.parquet
Q9NZ08,7z28__1__1.A__1.D_1.E_1.U,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CCCCO,LCFWQIPNOMDXPJ-FYQPLNBISA-N,data/chembl_parallel_enriched_combined/uniprot_Q9NZ08/Q9NZ08_chembl_activities.parquet
Q9Y6W6,7u4o__1__1.A__1.G,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4o__2__1.B__1.H,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4o__3__1.C__1.I,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4o__4__1.D__1.J,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4o__5__1.E__1.K,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4o__6__1.F__1.L,CCCc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,KUBOQSZSJIRZFQ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__1__1.A__1.G,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__2__1.B__1.H,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__3__1.C__1.I,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__4__1.D__1.J,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__5__1.E__1.K,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,7u4r__6__1.F__1.L,CCCc1csc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZEOGXHOWWZZAJG-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__1__1.A__1.G,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__2__1.B__1.H,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__3__1.C__1.K,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__4__1.D__1.M,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__5__1.E__1.O,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6W6,6mc1__6__1.F__1.Q,CSc1scc2c1-c1nc(SCC(=O)C(C)(C)C)ncc1CC2,ZVUPMFXOKKTVQT-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6W6/Q9Y6W6_chembl_activities.parquet
Q9Y6K1,8te4__1__1.A__1.I,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te4__1__1.B__1.O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te4__2__1.C__1.U,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te4__2__1.G__1.X,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te3__1__1.A__1.I,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te3__1__1.B__1.J,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te3__2__1.C__1.K,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te3__2__1.G__1.L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te1__1__1.A__1.I,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te1__1__1.B__1.N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te1__2__1.C__1.Q,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,8te1__2__1.G__1.W,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w89__1__1.A__1.N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w89__2__1.G__1.R,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w8j__1__1.A__1.G,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w8j__1__1.D__1.H,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w8d__1__1.A__1.G,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w8b__1__1.A__1.M,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6w8b__1__1.D__1.N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,4u7t__1__1.A__1.J,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,4u7t__1__1.C__1.N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6f57__1__1.A__1.I,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6f57__2__1.D__1.J,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,2qrv__1__1.A__1.I,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,2qrv__1__1.D__1.J,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,2qrv__2__1.E__1.K,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,2qrv__2__1.H__1.L,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,5yx2__1__1.A__1.H_1.K,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
Q9Y6K1,6brr__1__1.A__1.G,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,ZJUKTBDSGOFHSH-WFMPWKQPSA-N,data/chembl_parallel_enriched_combined/uniprot_Q9Y6K1/Q9Y6K1_chembl_activities.parquet
O75643,5urk__1__1.A__1.B_1.C,O=C1Nc2cc(=O)n(Cc3ccccc3)cc2CN1c1cccc(OCc2ccccc2)c1,BHMKGMWMMMZMJN-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O75643/O75643_chembl_activities.parquet
P26639,4hwt__1__1.A__1.C_1.D,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3n[nH]cc3c2)c1,RDKBQXPBHLCILS-HWPZZCPQSA-N,data/chembl_parallel_enriched_combined/uniprot_P26639/P26639_chembl_activities.parquet
P26639,4hwt__1__1.B__1.E_1.F,C[C@@H](O)[C@H](N)C(=O)NS(=O)(=O)c1cccc(-c2ccc3n[nH]cc3c2)c1,RDKBQXPBHLCILS-HWPZZCPQSA-N,data/chembl_parallel_enriched_combined/uniprot_P26639/P26639_chembl_activities.parquet
Q6V1X1,6trx__1__1.A__1.E,N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1,ZKIQFLSGMMYCGS-SANMLTNESA-N,data/chembl_parallel_enriched_combined/uniprot_Q6V1X1/Q6V1X1_chembl_activities.parquet
Q6V1X1,6trx__1__1.C__1.M,N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1,ZKIQFLSGMMYCGS-SANMLTNESA-N,data/chembl_parallel_enriched_combined/uniprot_Q6V1X1/Q6V1X1_chembl_activities.parquet
Q6V1X1,6trx__2__1.B__1.I,N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1,ZKIQFLSGMMYCGS-SANMLTNESA-N,data/chembl_parallel_enriched_combined/uniprot_Q6V1X1/Q6V1X1_chembl_activities.parquet
Q6V1X1,6trx__2__2.B__2.I,N[C@@H](CC(=O)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1)C(=O)N1Cc2ccccc2C1,ZKIQFLSGMMYCGS-SANMLTNESA-N,data/chembl_parallel_enriched_combined/uniprot_Q6V1X1/Q6V1X1_chembl_activities.parquet
O00238,3mdy__1__1.A__1.E,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,CDOVNWNANFFLFJ-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_O00238/O00238_chembl_activities.parquet
Q14832,3sm9__1__1.A__1.G,N[C@](CC1c2ccccc2Oc2ccccc21)(C(=O)O)[C@H]1C[C@@H]1C(=O)O,VLZBRVJVCCNPRJ-KPHUOKFYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q14832/Q14832_chembl_activities.parquet
Q14832,3sm9__1__2.A__2.G,N[C@](CC1c2ccccc2Oc2ccccc21)(C(=O)O)[C@H]1C[C@@H]1C(=O)O,VLZBRVJVCCNPRJ-KPHUOKFYSA-N,data/chembl_parallel_enriched_combined/uniprot_Q14832/Q14832_chembl_activities.parquet
P32238,7f8y__1__1.A__1.B,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,NFHRQQKPEBFUJK-HSZRJFAPSA-N,data/chembl_parallel_enriched_combined/uniprot_P32238/P32238_chembl_activities.parquet
P32238,7f8u__1__1.A__1.B,O=C(O)Cn1c(C(=O)Nc2nc(-c3ccccc3Cl)cs2)cc2ccccc21,ILNRQFBVVQUOLP-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P32238/P32238_chembl_activities.parquet
P68400,4grb__1__1.A__1.C,COc1nc(Nc2ccc(C(=O)N(C)C)cc2)ncc1-c1cc(C(=O)O)cs1,HXQTUKJNZNLOBD-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5h8e__2__1.B__1.OA_1.TA_1.Y,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,FBMJGDCKBKUMJF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5h8e__1__1.A__1.K_1.W,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN,FBMJGDCKBKUMJF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5h8b__1__1.A__1.S,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,GDSQVLMYYCNAGP-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5h8b__2__1.B__1.MA,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1C,GDSQVLMYYCNAGP-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5h8g__1__1.A__1.D_1.Q_1.V,CC(=O)Nc1cc(Nc2cc(NC3CC3)n3ncc(C#N)c3n2)ccc1N(C)CCN(C)C,SRABOMKMQRYXIK-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6yph__1__1.A__1.C,O=C(O)c1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1O,HUECFCSRZKSRJF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6yph__2__1.B__1.D,O=C(O)c1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1O,HUECFCSRZKSRJF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6ypg__1__1.A__1.B,O=C(O)c1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1O,HUECFCSRZKSRJF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5mo6__2__1.B__1.C,O=C(O)CC(=O)NCCCNCc1ccc(-c2ccccc2)c(Cl)c1,LNPJVQJSMPETNE-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6rb1__1__1.A__1.G,COc1cc(/C=C(\C#N)C(=O)Nc2nnc(C(F)(F)F)s2)ccc1O,OVZPTQXGZKJHGH-XBXARRHUSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6tll__1__1.A__1.B,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,OMZYUVOATZSGJY-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6tll__1__1.A__1.C,Brc1c(Br)c(Br)c2[nH]nnc2c1Br,OMZYUVOATZSGJY-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,3u4u__1__1.A__1.B,CC(=O)Nc1ccc2c(c1)c(-c1cc(NC3CC3)n3ncc(C#N)c3n1)cn2CCC(=O)O,FXZDYVDTIVZZCX-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,3r0t__1__1.A__1.B_1.I_1.L_1.O,O=C(O)c1ccc2c(c1)nc(Nc1cccc(C(F)(F)F)c1)c1nc(NC3CC3)ncc12,UXZATHOFDZQOMY-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5cu4__1__1.A__1.E,O=C(CCNCc1ccc(-c2ccccc2)c(Cl)c1)NCCC(=O)Nc1cccc(C(=O)O)c1,NZDQDPKZQDWCOF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5cu2__1__1.A__1.C_1.F,Cc1ccc(O)c(C(=O)O)c1,DLGBEGBHXSAQOC-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5cu2__2__1.B__1.J_1.L,Cc1ccc(O)c(C(=O)O)c1,DLGBEGBHXSAQOC-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5cu3__1__1.A__1.F,O=C(CCNCc1ccc(-c2ccccc2)c(Cl)c1)NCCC(=O)Nc1cccc(C(=O)O)c1,NZDQDPKZQDWCOF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,5cu3__1__1.B__1.K,O=C(CCNCc1ccc(-c2ccccc2)c(Cl)c1)NCCC(=O)Nc1cccc(C(=O)O)c1,NZDQDPKZQDWCOF-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,7bu4__1__1.A__1.B,NC(=O)c1nc(-c2ccc(C(=O)O)cc2)nc2c1[nH]c(=O)n2-c1ccccc1,ZIQWXRLSVVVXBM-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6rfe__1__1.A__1.D,COc1cc(/C=C(\C#N)C(=O)Nc2nnc(Br)s2)ccc1O,IOTWDUPCILVATH-XBXARRHUSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,6rff__1__1.A__1.B,N#C/C(=C\c1ccc(O)c([N+](=O)[O-])c1)C(=O)Nc1nnc(Br)s1,PPZONJBKAANLPU-XVNBXDOJSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,7z39__1__1.A__1.C,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1,GKHIVNAUVKXIIY-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
P68400,3rps__1__1.A__1.C,OCCCn1nnc2c(Br)c(Br)c(Br)c(Br)c21,VXLNELSTYPRMEW-UHFFFAOYSA-N,data/chembl_parallel_enriched_combined/uniprot_P68400/P68400_chembl_activities.parquet
